x0	x1	y0	y1
-0.750977	-0.750000	1.507812	1.508789
-0.757812	-0.756836	1.511719	1.512695
-0.756836	-0.755859	1.511719	1.512695
-0.755859	-0.754883	1.512695	1.513672
-0.754883	-0.753906	1.511719	1.512695
-0.755859	-0.754883	1.513672	1.514648
-0.755859	-0.754883	1.510742	1.511719
-0.754883	-0.753906	1.510742	1.511719
-0.756836	-0.755859	1.510742	1.511719
-0.757812	-0.756836	1.509766	1.510742
-0.759766	-0.758789	1.511719	1.512695
-0.758789	-0.757812	1.511719	1.512695
-0.760742	-0.759766	1.512695	1.513672
-0.760742	-0.759766	1.511719	1.512695
-0.758789	-0.757812	1.514648	1.515625
-0.762695	-0.761719	1.514648	1.515625
-0.765625	-0.764648	1.513672	1.514648
-0.763672	-0.762695	1.512695	1.513672
-0.751953	-0.750977	1.504883	1.505859
-0.754883	-0.753906	1.505859	1.506836
-0.765625	-0.764648	1.516602	1.517578
-0.766602	-0.765625	1.513672	1.514648
-0.769531	-0.768555	1.514648	1.515625
-0.779297	-0.778320	1.513672	1.514648
-0.774414	-0.773438	1.514648	1.515625
-0.784180	-0.783203	1.520508	1.521484
-0.782227	-0.781250	1.521484	1.522461
-0.783203	-0.782227	1.520508	1.521484
-0.796875	-0.795898	1.524414	1.525391
-0.791016	-0.790039	1.524414	1.525391
-0.791992	-0.791016	1.516602	1.517578
-0.798828	-0.797852	1.526367	1.527344
-0.797852	-0.796875	1.526367	1.527344
-0.800781	-0.799805	1.525391	1.526367
-0.800781	-0.799805	1.527344	1.528320
-0.807617	-0.806641	1.527344	1.528320
-0.807617	-0.806641	1.529297	1.530273
-0.806641	-0.805664	1.529297	1.530273
-0.811523	-0.810547	1.530273	1.531250
-0.811523	-0.810547	1.523438	1.524414
-0.833008	-0.832031	1.532227	1.533203
-0.833984	-0.833008	1.535156	1.536133
-0.829102	-0.828125	1.535156	1.536133
-0.836914	-0.835938	1.533203	1.534180
-0.842773	-0.841797	1.535156	1.536133
-0.836914	-0.835938	1.538086	1.539062
-0.842773	-0.841797	1.540039	1.541016
-0.823242	-0.822266	1.532227	1.533203
-0.824219	-0.823242	1.534180	1.535156
-0.821289	-0.820312	1.532227	1.533203
-0.826172	-0.825195	1.535156	1.536133
-0.825195	-0.824219	1.533203	1.534180
-0.819336	-0.818359	1.531250	1.532227
-0.818359	-0.817383	1.532227	1.533203
-0.815430	-0.814453	1.530273	1.531250
-0.817383	-0.816406	1.530273	1.531250
-0.815430	-0.814453	1.524414	1.525391
-0.818359	-0.817383	1.525391	1.526367
-0.831055	-0.830078	1.528320	1.529297
-0.852539	-0.851562	1.542969	1.543945
-0.853516	-0.852539	1.542969	1.543945
-0.852539	-0.851562	1.541016	1.541992
-0.854492	-0.853516	1.539062	1.540039
-0.856445	-0.855469	1.536133	1.537109
-0.851562	-0.850586	1.538086	1.539062
-0.850586	-0.849609	1.540039	1.541016
-0.862305	-0.861328	1.543945	1.544922
-0.861328	-0.860352	1.544922	1.545898
-0.865234	-0.864258	1.539062	1.540039
-0.864258	-0.863281	1.538086	1.539062
-0.872070	-0.871094	1.541016	1.541992
-0.873047	-0.872070	1.541016	1.541992
-0.867188	-0.866211	1.546875	1.547852
-0.871094	-0.870117	1.547852	1.548828
-0.894531	-0.893555	1.553711	1.554688
-0.891602	-0.890625	1.552734	1.553711
-0.893555	-0.892578	1.546875	1.547852
-0.898438	-0.897461	1.548828	1.549805
-0.900391	-0.899414	1.554688	1.555664
-0.901367	-0.900391	1.556641	1.557617
-0.903320	-0.902344	1.557617	1.558594
-0.897461	-0.896484	1.555664	1.556641
-0.898438	-0.897461	1.555664	1.556641
-0.894531	-0.893555	1.554688	1.555664
-0.893555	-0.892578	1.554688	1.555664
-0.888672	-0.887695	1.553711	1.554688
-0.887695	-0.886719	1.551758	1.552734
-0.884766	-0.883789	1.551758	1.552734
-0.876953	-0.875977	1.549805	1.550781
-0.875977	-0.875000	1.549805	1.550781
-0.879883	-0.878906	1.550781	1.551758
